gs://bloopervideodataset/Train/utterance_0.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_1.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_2.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_3.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_4.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_5.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_6.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_7.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_8.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_9.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_10.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_11.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_12.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_13.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_14.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_15.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_16.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_17.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_18.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_19.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_20.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_21.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_22.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_23.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_24.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_25.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_26.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_27.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_28.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_29.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_30.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_31.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_32.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_33.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_34.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_35.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_36.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_37.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_38.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_39.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_40.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_41.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_42.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_43.mp4,blooper,0,inf
gs://bloopervideodataset/Train/utterance_44.mp4,blooper,0,inf
